# Copyright (C) 2025 by Curiosio
# Licensed under ECL (Educational Community License)

osm_id	name	country	area	bounding_box
7540353	Cabouco	Portugal	4.957230827537575	POLYGON((-25.5842368220285 37.754942285914,-25.5842368220285 37.7794419183379,-25.5471245208042 37.7794419183379,-25.5471245208042 37.754942285914,-25.5842368220285 37.754942285914))
7540352	Lagoa (Nossa Senhora do Rosário)	Portugal	6.671437462740464	POLYGON((-25.606382145489 37.7401810838732,-25.606382145489 37.7704665764197,-25.5643676043747 37.7704665764197,-25.5643676043747 37.7401810838732,-25.606382145489 37.7401810838732))
7540323	Rosto do Cão (Livramento)	Portugal	5.715633254945669	POLYGON((-25.6225253557251 37.7438009763967,-25.6225253557251 37.7769381600409,-25.5867089805505 37.7769381600409,-25.5867089805505 37.7438009763967,-25.6225253557251 37.7438009763967))
7540350	Ribeira Chã	Portugal	2.5579974129300678	POLYGON((-25.496161878957 37.7129905252544,-25.496161878957 37.746345386924,-25.4835351285593 37.746345386924,-25.4835351285593 37.7129905252544,-25.496161878957 37.7129905252544))
7448360	Fonte do Bastardo	Portugal	9.174308613144827	POLYGON((-27.1152862359957 38.6780417853273,-27.1152862359957 38.7104637411737,-27.0648136002081 38.7104637411737,-27.0648136002081 38.6780417853273,-27.1152862359957 38.6780417853273))
7540308	Calhetas	Portugal	4.809774865473904	POLYGON((-25.6378644061707 37.7937739669362,-25.6378644061707 37.8269951372503,-25.5970157039687 37.8269951372503,-25.5970157039687 37.7937739669362,-25.6378644061707 37.7937739669362))
7448371	Feteira	Portugal	5.441527272611687	POLYGON((-27.163134916995 38.6442797308015,-27.163134916995 38.6722770476007,-27.1348425572041 38.6722770476007,-27.1348425572041 38.6442797308015,-27.163134916995 38.6442797308015))
7448359	Cabo da Praia	Portugal	3.2993328923278185	POLYGON((-27.0662679442277 38.6933299576206,-27.0662679442277 38.7210436308164,-27.0424290572309 38.7210436308164,-27.0424290572309 38.6933299576206,-27.0662679442277 38.6933299576206))
7540291	Ribeira Seca	Portugal	5.660647666118913	POLYGON((-25.4300136593113 37.7134318324565,-25.4300136593113 37.7606098773828,-25.4087795325447 37.7606098773828,-25.4087795325447 37.7134318324565,-25.4300136593113 37.7134318324565))
3629750	Lousado	Portugal	6.23449661292	POLYGON((-8.54732543846822 41.3429982457308,-8.54732543846822 41.3748943209721,-8.51270801072354 41.3748943209721,-8.51270801072354 41.3429982457308,-8.54732543846822 41.3429982457308))
3634421	Esmeriz e Cabeçudos	Portugal	7.809374763265469	POLYGON((-8.53818413486718 41.3584810458158,-8.53818413486718 41.3889457434522,-8.49257250000593 41.3889457434522,-8.49257250000593 41.3584810458158,-8.53818413486718 41.3584810458158))
3635591	Avidos e Lagoa	Portugal	5.030338892406746	POLYGON((-8.50232761037637 41.3683467973081,-8.50232761037637 41.3994525428992,-8.46974262651321 41.3994525428992,-8.46974262651321 41.3683467973081,-8.50232761037637 41.3683467973081))
3713568	Riba de Ave	Portugal	2.968455756297657	POLYGON((-8.39991424846014 41.3808611463843,-8.39991424846014 41.4008864350751,-8.37680022844984 41.4008864350751,-8.37680022844984 41.3808611463843,-8.39991424846014 41.3808611463843))
3956428	Vilarinho das Cambas	Portugal	9.05354189678124	POLYGON((-8.58420815936458 41.3695622570873,-8.58420815936458 41.4027442839135,-8.54043601697379 41.4027442839135,-8.54043601697379 41.3695622570873,-8.58420815936458 41.3695622570873))
3957233	Vila Nova de Famalicão e Calendário	Portugal	9.62078702066842	POLYGON((-8.55102487525289 41.3698141332777,-8.55102487525289 41.4256434757455,-8.51385038030708 41.4256434757455,-8.51385038030708 41.3698141332777,-8.55102487525289 41.3698141332777))
3963262	Gavião	Portugal	4.353077895352185	POLYGON((-8.52038826478241 41.4130056612356,-8.52038826478241 41.4362951982984,-8.49344874416371 41.4362951982984,-8.49344874416371 41.4130056612356,-8.52038826478241 41.4130056612356))
4102666	Candoso (São Martinho)	Portugal	2.3783100857729456	POLYGON((-8.34743691289043 41.413061987625,-8.34743691289043 41.4358496163257,-8.32680904918041 41.4358496163257,-8.32680904918041 41.413061987625,-8.34743691289043 41.413061987625))
4112282	Lordelo	Portugal	5.39980815549469	POLYGON((-8.39563872347037 41.3619928956074,-8.39563872347037 41.3834360670392,-8.35504097544944 41.3834360670392,-8.35504097544944 41.3619928956074,-8.39563872347037 41.3619928956074))
